id,source,comment,sentiment
39068,vaahaka.com,ތޭންކްސް ޑެއިޒީ  ދެޓް މީންސް އަ ލޮޓް 😘🥰 ވަރަށް އުފާވެއްޖެ ޑެއިޒީގެ ސަޕޯޓް ލިބޭތީ 😘🥰💖,1
39069,vaahaka.com,ވަރަށް ވަރަށް ވަރަށް ވަރަށް ވަރަށް ވަރަށް ވަރަށް ވަރަށް ވަރަށް ވަރަށް ރީތި ވާހަކައެއް. 🙂🙂🙂🙂,1
39070,vaahaka.com,ޝިފާން އެކްސް އެކްސް އެކްސްއަށް ޝުކުރު އަދާކުރާނެ ގޮތެއްވެސް ނޭނގިފައި ޔޫން މިހުންނަނީ 😅😘 ތިކުރީ ޔޫންއަށް ލިބުނު އެންމެ ދިގު އަދި އެންމެ ލޯބި ކޮމެންޓް ކަންނޭނގޭ 💖🥰 އިންޝާ ﷲ ޔޫން އިމްޕްރޫވް ކުރަމުން ކުރިއަށް ދާނަން 😘💖 ވަރަށް އުފާވެއްޖެ ހަމަ ވަރަށް ވަރަށް ވަރަށް ބޮޑަށް 🥰😘💖 ތެންކިއު ސޯ މަޗް ޝިފާން 😘🥰 ޔޫން އަބަދުވެސް ހަނދާން ކުރާނަން ޝިފާން ތިދެއްވާ ސަޕޯޓްގެ މަތިން އިންޝާ ﷲ 💖😘🥰😍,1
39071,vaahaka.com,"ހައި ސްނެޕީ&#8230;..",1
39072,vaahaka.com,ހޭއި ގައިޒް😃,1
39073,vaahaka.com,އުން ވެސް😩😩😩😩,1
39074,vaahaka.com,"ދެން ހަމަ އެކަކުވެސް ނެތްތަ&#8230; އަޅޭ..😭😭😭",1
39075,vaahaka.com,"ވަރަށް ރީތި ވާހަކައެއް 🙂🙂💛💛💛👉ވަރަށް މަޖާ

    
    
                           
                    
    1",1
39076,vaahaka.com,"އުން އަވަހައް އައިސްބަލަ ފޫހިވެގެނޭ މިއުޅެނީ&#8230;..",1
39077,vaahaka.com,އޯވް.. ނަސީބެއްނު😌😌😌,1
39078,vaahaka.com,"ތޯއްޗެއް&#8230; ނޭނގެ 2000 އެރިކަމެއް&#8230; ހެހެ.. ކުއްޖަކު ބުނީމަ އެނގުނީ",1
39079,vaahaka.com,"ޑެއިޒީ ނުދަން އަދި&#8230;..",1
39080,vaahaka.com,އެހެން ދޯ؟؟😅😅,1
39081,vaahaka.com,"ހެހެ&#8230; ނޫނޭ މަ ކުރިން ދުވަހު އެ ވާހަކަ ކިޔަންފެށީވެސް",1
39082,vaahaka.com,ހޭ ކިއުންތެރިއެއް..💝💝💋💋,1
39083,vaahaka.com,އޯވް.. ހެހެ.. ސޮރީ އިނގޭ ބުރައަކަށް ވަންޏާ..😅😅😟,1
39084,vaahaka.com,އޯ . އެމް . ޖީ.. ދޮންކަމަނަ އެތާ ތެރޭ އުޅެންދޯ؟؟😮😮,1
39085,vaahaka.com,ޔާ..😁😁😁,1
39086,vaahaka.com,އޭ ސޮރީ އިނގޭ.. އުން ކުޑަ ކަމަކު ދާންޖެހުނީ.. އެންމެން ދިޔައީތަ؟؟؟😟😟😟,1
39087,vaahaka.com,މިބުނީ އަފާ އަޅުގަނޑު އައްވުރެން ބޮޑު ވާހަކަ,1
39088,vaahaka.com,"އާން&#8230; ދެ ހާހަށްވެސް އެރި&#8230;. ހެހެ",1
39089,vaahaka.com,ޅޮލް,0
39090,vaahaka.com,"އަނެއް ބައި މާދަން އަޕް ކޮށްދޭނަންދޯ؟؟ ވަރަށް ކިޔާހިތުން މި ހުރީ 💓💕♥️

    
    
                           
                    
    2",1
39091,vaahaka.com,"ޔާ.. ބާއި ރީނާ🌝🌝🌝

    
    
                           
                    
    1",1
39092,vaahaka.com,"އޯކޭ ސްޓްރޯބެރީ ޕައި&#8230; ބާއި

    
    
                           
                    
    1",1
39093,vaahaka.com,"&#8216;އެހެންވީމަ އަޅުގަނޑުގެ ދައްތައެއް ދޯ ވަނި&#8217; އެތަންކޮޅު..🤔🤔🤔",1
39094,vaahaka.com,ވަރަށް ރީތި. މަގޭ އަންހެނުން ނަމަ މަރާލަން ވެސް ހިތަށް އަރާނެ,0
39095,vaahaka.com,ހުވާ؟؟؟؟😮😮😮😮,1
39096,vaahaka.com,🤩🤩,1
39097,vaahaka.com,"ގެޓުނުވީ ކޯޗެއް ތަ ޕިންކި

    
    
                           
                    
    1",1
39098,vaahaka.com,"އާނ.. އެކަމަކު މަ ކިޔާނީ މަލާ..😉🌝🌝🌝🌝🌝

    
    
                           
                    
    1",1
39099,vaahaka.com,"ޔާ ދޯ&#8230;.

    
    
                           
                    
    1",1
39100,vaahaka.com,"ޔާ.. ދެން ބޯއި ފްރެންޑް ނުލައި އިނގޭ..😅😅🌝🌝🌝🌝

    
    
                           
                    
    1",0
39101,vaahaka.com,"އޯވް މަލާ ސިސް ދޯ ކިޔަން ޖެހޭނީ ދެން&#8230;.

    
    
                           
                    
    1",1
39102,vaahaka.com,"މަށަށް އިނގޭތަ..؟؟ ޒެލްއާ ހެދި ދީވާނަ ވެފަ ހުރި މީހަކަށް ހުރިހާ އެއްޗެއްވެސް އިނގޭނެ..😂😂😂😂🌝🌝 އޯ.. 19 ދޯ..🌝🌝

    
    
                           
                    
    2",1
39103,vaahaka.com,"މީ ޓޫ&#8230;.. އެކަމް ޔޫގެ ބޯއީ ފްރެންޑެއް ހުރެއެއްނު&#8230; ހެހެހެ

    
    
                           
                    
    1",1
39104,vaahaka.com,"ތިމީހުންނަށް އެނގޭތަ ޒެލް އުޅެނީ ކޮން ގެއެެއްގާކަން&#8230;
އެން މަލާއަށް 19ޔ

    
    
                           
                    
    1",1
39105,vaahaka.com,"ޔާ ދޯ.. ހެހެ&#8230;. އޭގަ މިހާރު ހާހަށް އަރައިފި&#8230;",1
39106,vaahaka.com,"އޯވް.. ގޫޑް ތިހެންވީރު.. އަސްލު މަ އެހާ ލައިކެއް ނުވޭ ފިރިހެން ކުދިންނާ ވާހަކަ ދައްކާކަށް.. އެހެންވެ އަހާލި..🌝🌝

    
    
                           
                    
    1",0
39107,vaahaka.com,ހެެހެ.. މި ކޮމެންޓްތަށް ވެސް ތި އުޅެނީ ބްލެކް ހޫޑީ ވާހަކައިގެ ކޮމެންޓްތަށްހެން ދިގު ކުރަންތަ.. 💝💝💋💋😘,1
39108,vaahaka.com,"މީ ގާލްއެއް

    
    
                           
                    
    1",1
39109,vaahaka.com,ސޯ އަފާ ސިސް,1
39110,vaahaka.com,"ވަޓް؟؟ އަދި ގެޓެއް ނުވި&#8230;😕😕😕",1
39111,vaahaka.com,"ޔާ.. މަ މީ ގާލްއެކޭ.. ދެން ތީނަޔޯ؟؟🌝🌝🌝

    
    
                           
                    
    1",1
39112,vaahaka.com,"ހިތައް އުނދަގޫ ވަންޏާ ނުބަލާ ހުރެވިދާނެންނު&#8230;&#8230;.

    
    
                           
                    
    1",0
39113,vaahaka.com,"އެހެންވީމަ އަޅުގަނޑު ގެ ދައްތައެއް ދޯ ވަނީ😁

    
    
                           
                    
        

    
                        
                    
    1",1
39114,vaahaka.com,އޯވް.. އެންޑް ވަރަށް ރީތި ވާހަކައެއް ގެނެސްދެއްޗޭ ބާރތްޑޭގަ.. 💝💝💋💋😘,1
39116,vaahaka.com,"އޯވް.. ކޮބާ؟؟ މާ ބޮޑަށްވެސް ޕިންކިއަށްވުރެ ބޮޑު.. އަދި ޕިންކި ހީކުރީ ޓީންއޭޖާރ އެއްކަމަށް.. މައި ބޭޑް😅😅💝💝💋💋

    
    
                           
                    
    1",1
39117,vaahaka.com,"ތިވެސް ގާލްއެއް ދޯ&#8230;

    
    
                           
                    
    1",1
39118,vaahaka.com,"ޜީތި

    
    
                           
                    
    1",1
39119,vaahaka.com,"ޔެސް! ހުކުރު ދުވަހުން ގެނެސްދޭނަން♥️☺️✨✨

    
    
                           
                    
    1",1
39120,vaahaka.com,"އޭ އަދި ޒެލްއަށް ކިތަށް އަހަރުތަ؟؟😜😜😜

    
    
                           
                    
    1",1
39121,vaahaka.com,"އަޅުގަނޑަކަށް މައްސަލައެއް ނޫން ޕާސަނަލް އިންފޯ ޝެއަރ ކުރާކަށް☺️☺️
އަޅުގަނޑަށް 20 އަހަރު. 21 އަހަރުވާނެ އޯގަސްޓް 22ގައި🤗🤗🤗

    
    
                           
                    
    4",1
39122,vaahaka.com,"ޔާ.. މަށަށް ވެސް&#8230; އަސްލު މަ ހުރޭ ބޯއި ފްރެންޑެއް.. ދެން ކީއްކުރަން އެހެންމީހުން ހޮޓްތޯ ބަލަނި🌝🌝🌝🌝

    
    
                           
                    
    4",1
39131,vaahaka.com,"ނޯ.. ނުނިދަބާ 😭😭😭&#8230; އޭ ޑެއިސީ.. ނުދޭބަ🥺🥺🥺🥺🥺🥺",2
39211,vaahaka.com,"ކޮމެންޓް ރިޕޯޓް ކުރަން😝😝😆😆😂💝💝💋💋

    
    
                           
                    
    3",2
39221,vaahaka.com,މީ ކޮންކަހަލަ ސިޓީއެއް ބާ؟؟ ހެހެ,2
39231,vaahaka.com,ކޮން އިރަކުންތ އަނެއް އެޕިސޯޑު އަޕް ކުރަނީ؟ ވާހަކަ ވވވވވވވވވވވވވ ލޯބި,1
39235,vaahaka.com,"މައީ&#8230;. މާދަމާ ނެެކްސްޓް ޕާޓް އަޕް ކޮށްދޭނަށް ދޯ&#8230; ވަަރަށް ކިޔާހިތުން މިހުރީ&#8230;

    
    
                           
                    
    1",1
39251,vaahaka.com,"ތިމާގެ އަސްލު ފޮރުވައިގެން އެހެން މީހުންގެ އަބުރާއި ބެހުނީމަށް ވުރެ ރަނގަޅުވާނެ ސްކޫލުން ދޭ ފިލާވަޅު ދަސްކުރިޔަސް.

    
    
                           
                    
    7    

    
                        
                    
    1",2
39296,vaahaka.com,"🙂🙂🙂😘😘😘💋❤️

    
    
                           
                    
    1",1
39317,vaahaka.com,"މިނަން އައިޑީކާޑުގަ ލިޔެފަ އަންނަނީ
ސޮރީ",2
39333,vaahaka.com,"ތޭންްކްސް މެލް😊
ކީޕް ވެއިޓިންގ🤩

    
    
                           
                    
    1",1
39348,vaahaka.com,ކޮބާ ދެން އިން ބައި :،:,2
39355,vaahaka.com,"އަސްލު ވަރަށް ރީތި ވާހަކައެއް
ހަމަ ހީވަނީ އެތާ ހުރެވޭ ހެން..

    
    
                           
                    
    1",1
39367,vaahaka.com,ވ. ވ. ވ ރީތި ❤️,1
39383,vaahaka.com,ޔެސް,2
39387,vaahaka.com,"ވަރަށް ރީތި މި ބައިވެސް&#8230; ނެކްސްޓު ޕާޓް ތަންކޮޅެއް ދިގުކޮށްލައްޗޭ&#8230; ދެން އަޔާންއާ އީޝަލް އާ ކަންނޭނގެ ގުޅޭނީ&#8230;

    
    
                           
                    
    1",1
39389,vaahaka.com,އުން މީނި ގޫގްލް އިން އިންފޮމޭޝަން ކޮޅެއް ހޯދަން.. ޑެއިސީ ކީއްތިކުރަނީ؟؟😁😁😁😁,2
39393,vaahaka.com,"ވަރަށް ބޮޑަށް ޝުކުރިއްޔާ ލާމު ކުއްޖާ😊 އިންޝާﷲ މާދަމާ ފުރަތަމަ ބައި ގެެނެސްދޭނަން❤

    
    
                           
                    
    1",1
39411,vaahaka.com,ޖޫ މެން ކިހާއިރަކު ދޯ ސްކޫ ނިމެނީ؟؟,2
39415,vaahaka.com,އެއްބަސް. ވާހަކަ ދައްކައިގެން މައްސަލަ ހައްލު ކުރުމުގެ ފުރުޞަތުވެސް އެބަ އޮތް!,1
39421,vaahaka.com,"އެންމެން ސްކުލް ގަ ދޯ&#8230; މަ ވެސް ސްކުލް ގަ&#8230;",2
39452,vaahaka.com,"ކާސިމް އާއި ހެދި އުނދަގޫވި އައިސާ ސައްތާރު އާއި އެކީ އުޅެން ވަގުތުވޭ&#8230;. މި ވީ ކިހިނެއް&#8230;. ކާސިމް ފަރާތުން ހިންހަމަޖެހުން ލިބޭއިރު ސައްތާރު ކައިރިޔަށް ދިޔައީމަ ޔޯ&#8230;؟؟؟

    
    
                           
                    
    3",2
39526,vaahaka.com,"މި ވާހަކައިގައި ހިޔެއް ނުވޭ 25 ވަރަކަށް ޕާޓްސްވެސް ހުންނާނެ ހެންނެއް.. 🥰 ޔޫން މިހާރު ލިޔެ ނިންމާފައި ހުރި 7 ވާހަކައިގެ ތެރެއިން މީ އެންމެ ކުރު ވާހަކަ 💖😘 ތެންކިއު ކަމަނަ 💖🥰😘 އިންޝާ ﷲ މާދަން ނޫނީ މާދަން ނޫން އަނެއް ދުވަހުން އެއްވަނަ ޕާރޓް ކިޔާލަން ލިބޭނެ 💖😘

    
    
                           
                    
    1",2
39596,vaahaka.com,"ތޭންކްސް ނައު💜.. 💖 ވަރަށް އުފާވެއްޖެ މި ވާހަކައަށްވެސް ނައުގެ ސަޕޯޓް ލިބޭނެކަން އެނގުނީމަ 😘🥰 ލަހުން ވިޔަސް ޔޫން ވަރަށް އުފާވެއްޖެ ނައުގެ ކޮމެންޓެއް ފެނުނީމައި 💖 ސޯ ސްވީޓް 💖 ތޭންކްސް އެގެއިން ނައު💜 🥰🥰

    
    
                           
                    
    3",1
39622,vaahaka.com,"މިހާ

    
    
                           
                    
    1    

    
                        
                    
    1",2
39670,vaahaka.com,"ތޭންކްސް އަ ލޮޓް އިޒަބެލް 💖🥰 ވަރަށް އުފާވޭ އިޒަބެލްގެ ސަޕޯޓް ލިބޭތީ 💖

    
    
                           
                    
    1",1
39686,vaahaka.com,"ޑޯންޓް ގިވްއަފް
ޓްރައި ޔުރް ބެސްޓް ޔޫހާ 👍🏻👍🏻👍🏻☺️😊

    
    
                           
                    
        

    
                        
                    
    1",1
39706,vaahaka.com,"ނޫން
އެހެން ކުއްޖެއް

    
    
                           
                    
    2",2
39719,vaahaka.com,"އާން ކޮބާތަ އެ ޝަހުލާ ފަހުން ހަބަރެއްވެސް ނުވޭ މާ ގަޓު މީހަކަށް ވެގެން އުޅެފަ&#8230;&#8230; ބޮލަށް ވެސް ފަސޭހަ މިހާރު🤣🤣🤣🤣

    
    
                           
                    
    3",2
39736,vaahaka.com,"ވަރަށް ރީތި ވާހަކައެއް&#8230;..އަނެއް ބައި ކޮން ދުވަހަކުން ގެނެސްދޭނީ

    
    
                           
                    
    3",1
39759,vaahaka.com,"ވަރަށް ފުރިހަމަ. ލަވްފިކްޝަން އަކީ މަގޭއައް އެންމެ ރީތި ވާހަކަތައް. ދެން އޮތް ބައި ކޮން ދުވަހަކުން ނެރެނީ ޔޫންނީ ؟

    
    
                           
                    
    4",1
39837,vaahaka.com,"ބ.އޭޭދަފުށި

    
    
                           
                    
    1",2
39840,vaahaka.com,ޔޫ އާރ މައި ފްރެންޑް,1
39866,vaahaka.com,ޖޫ އޮފް ވީތަ ހާދަ ފޫހި އޭ މިރޭ,2
39876,vaahaka.com,"ވާހަކަ އެއް ބުނެލަން

    
    
                           
                    
    2",2
39891,vaahaka.com,"ޔާ. ރީތި ސްޓޯރީ އެއް ހެން ހީވަނީ..😘😘
ކީޕްއިޓް އަޕް..😍

    
    
                           
                    
    4",1
39893,vaahaka.com,"ވަޓް ޔޫހީ&#8230; އޭމް ފްރޮމް ބ އެޓޯލް  ޓޫ.. ސޯ ޗިއަރސް",2
39901,vaahaka.com,"މި ބައި ދިގު އެހެން ބައިތަކަށް ވުރެން&#8230;ޝުކުރިއްޔާ ޒެލް&#8230;.☺️☺️
ވާހަކަ މިހާރު ވަރަށް ރީތި&#8230;. އަވަހަށް އަޕް ކޮށްދޭތި އަނެއް ބައި 👌👌

    
    
                           
                    
    9    

    
                        
                    
    1",1
39912,vaahaka.com,"ވަރަށް ދެރަވޭ މާދަމާ އަޕް ނުކުރާތީވެ&#8230; އެކަމް މާދަމާވެސް މި ސައިޓަށް ވަދެެވޭނެ ކަންނޭނގެ މި ވާހަކަ އަޕް ކޮށްފައިންތޯ ބަލަން&#8230;. ހެހެހެ&#8230; އިންތިޒާރު ކުރާނަށް މި ވާހަކައަށް&#8230;.

    
    
                           
                    
    3",1
39918,vaahaka.com,ގިނައޭނުން؟” މިއީތަ ރަނގަޅު ގޮތަކީ؟,2
39933,vaahaka.com,"ވަރަށް ރީތި.. މާޝާ ﷲ 🥀✨

    
    
                           
                    
    5",1
39972,vaahaka.com,"ވަރަށް ރީތި މާޝާ ﷲ ހީވަނީ ހަމަ ވާހަކައިގެ ތެރޭގަ އުޅެވޭހެން ކީޕް އިޓް އަޕް އަފާ އައި ލަވް ޔުއާ ސްޓޯރީސް&#8230;&#8230;🙂

    
    
                           
                    
    5    

    
                        
                    
    2",1
39973,vaahaka.com,"ނަން މާ ބޮޑަށް ގުޅުވީމަ އެހާ ކަމަކު ނުދޭ
މަގޭ ހިޔާލު

    
    
                           
                    
    1    

    
                        
                    
    1",0
40005,vaahaka.com,"ފަރާ

    
    
                           
                    
    2    

    
                        
                    
    1",2
40010,vaahaka.com,"ޝުކުރިއްޔާ ސާރާ♥️🌹✨✨

    
    
                           
                    
    2    

    
                        
                    
    1",1
40014,vaahaka.com,"ޝުކުރިއްޔާ ރައު♥️🌹✨✨

    
    
                           
                    
    1",1
